Number	Offset	Address		Size	Type	String
16719	003a34ac	007a34ac	Section(1)['.rdata']	25	A	Invalid time specified for tIME chunk
16720	003a34d4	007a34d4	Section(1)['.rdata']	20	A	0123456789ABCDEFlibpng error: %s
16721	003a34f8	007a34f8	Section(1)['.rdata']	1b	A	libpng error: %s, offset=%d
16722	003a3518	007a3518	Section(1)['.rdata']	17	A	libpng error no. %s: %s
16723	003a3534	007a3534	Section(1)['.rdata']	12	A	libpng warning: %s
16724	003a3548	007a3548	Section(1)['.rdata']	19	A	libpng warning no. %s: %s
16725	003a3564	007a3564	Section(1)['.rdata']	0e	A	Out of Memory!
16726	003a3584	007a3584	Section(1)['.rdata']	05	A	%ld%c
16727	003a358c	007a358c	Section(1)['.rdata']	07	A	JPEGMEM
16728	003a3594	007a3594	Section(1)['.rdata']	20	A	Unknown zTXt compression type %d
16729	003a35b8	007a35b8	Section(1)['.rdata']	1b	A	Not enough memory for text.
16730	003a35d4	007a35d4	Section(1)['.rdata']	2c	A	Incomplete compressed datastream in %s chunk
16731	003a3604	007a3604	Section(1)['.rdata']	2f	A	Data error in compressed datastream in %s chunk
16732	003a3634	007a3634	Section(1)['.rdata']	31	A	Buffer error in compressed datastream in %s chunk
16733	003a3668	007a3668	Section(1)['.rdata']	25	A	Not enough memory to decompress chunk
16734	003a3690	007a3690	Section(1)['.rdata']	27	A	Not enough memory to decompress chunk..
16735	003a36b8	007a36b8	Section(1)['.rdata']	26	A	Not enough memory to decompress chunk.
16736	003a36e0	007a36e0	Section(1)['.rdata']	12	A	invalid chunk type
16737	003a36f4	007a36f4	Section(1)['.rdata']	21	A	Ignoring bad adaptive filter type
16738	003a3718	007a3718	Section(1)['.rdata']	2d	A	Row has too many bytes to allocate in memory.
16739	003a3748	007a3748	Section(1)['.rdata']	22	A	PNG unsigned integer out of range.
16740	003a376c	007a376c	Section(1)['.rdata']	09	A	CRC error
16741	003a3778	007a3778	Section(1)['.rdata']	12	A	Invalid IHDR chunk
16742	003a378c	007a378c	Section(1)['.rdata']	11	A	Out of place IHDR
16743	003a37a0	007a37a0	Section(1)['.rdata']	2b	A	Truncating incorrect info tRNS chunk length
16744	003a37cc	007a37cc	Section(1)['.rdata']	26	A	Truncating incorrect tRNS chunk length
16745	003a37f4	007a37f4	Section(1)['.rdata']	15	A	Invalid palette chunk
16746	003a380c	007a380c	Section(1)['.rdata']	24	A	Ignoring PLTE chunk in grayscale PNG
16747	003a3834	007a3834	Section(1)['.rdata']	14	A	Duplicate PLTE chunk
16748	003a384c	007a384c	Section(1)['.rdata']	17	A	Invalid PLTE after IDAT
16749	003a3864	007a3864	Section(1)['.rdata']	18	A	Missing IHDR before PLTE
16750	003a3880	007a3880	Section(1)['.rdata']	1b	A	Incorrect IEND chunk length
16751	003a389c	007a389c	Section(1)['.rdata']	10	A	No image in file
16752	003a38b0	007a38b0	Section(1)['.rdata']	13	A	gamma = (%d/100000)
16753	003a38c8	007a38c8	Section(1)['.rdata']	37	A	Ignoring incorrect gAMA value when sRGB is also present
16754	003a3900	007a3900	Section(1)['.rdata']	20	A	Ignoring gAMA chunk with gamma=0
16755	003a3924	007a3924	Section(1)['.rdata']	1b	A	Incorrect gAMA chunk length
16756	003a3940	007a3940	Section(1)['.rdata']	14	A	Duplicate gAMA chunk
16757	003a3958	007a3958	Section(1)['.rdata']	17	A	Out of place gAMA chunk
16758	003a3970	007a3970	Section(1)['.rdata']	17	A	Invalid gAMA after IDAT
16759	003a3988	007a3988	Section(1)['.rdata']	18	A	Missing IHDR before gAMA
16760	003a39a4	007a39a4	Section(1)['.rdata']	1b	A	Incorrect sBIT chunk length
16761	003a39c0	007a39c0	Section(1)['.rdata']	14	A	Duplicate sBIT chunk
16762	003a39d8	007a39d8	Section(1)['.rdata']	17	A	Out of place sBIT chunk
16763	003a39f0	007a39f0	Section(1)['.rdata']	17	A	Invalid sBIT after IDAT
16764	003a3a08	007a3a08	Section(1)['.rdata']	18	A	Missing IHDR before sBIT
16765	003a3a24	007a3a24	Section(1)['.rdata']	18	A	Invalid cHRM white point
16766	003a3a40	007a3a40	Section(1)['.rdata']	16	A	Invalid cHRM red point
16767	003a3a58	007a3a58	Section(1)['.rdata']	18	A	Invalid cHRM green point
16768	003a3a74	007a3a74	Section(1)['.rdata']	17	A	Invalid cHRM blue point
16769	003a3a8c	007a3a8c	Section(1)['.rdata']	1a	A	gx=%f, gy=%f, bx=%f, by=%f
16770	003a3aa8	007a3aa8	Section(1)['.rdata']	1a	A	wx=%f, wy=%f, rx=%f, ry=%f
16771	003a3ac4	007a3ac4	Section(1)['.rdata']	37	A	Ignoring incorrect cHRM value when sRGB is also present
16772	003a3afc	007a3afc	Section(1)['.rdata']	1b	A	Incorrect cHRM chunk length
16773	003a3b18	007a3b18	Section(1)['.rdata']	14	A	Duplicate cHRM chunk
16774	003a3b30	007a3b30	Section(1)['.rdata']	18	A	Missing PLTE before cHRM
16775	003a3b4c	007a3b4c	Section(1)['.rdata']	17	A	Invalid cHRM after IDAT
16776	003a3b64	007a3b64	Section(1)['.rdata']	18	A	Missing IHDR before cHRM
16777	003a3b80	007a3b80	Section(1)['.rdata']	1b	A	incorrect gamma=(%d/100000)
16778	003a3ba0	007a3ba0	Section(1)['.rdata']	13	A	Unknown sRGB intent
16779	003a3bb4	007a3bb4	Section(1)['.rdata']	1b	A	Incorrect sRGB chunk length
16780	003a3bd0	007a3bd0	Section(1)['.rdata']	14	A	Duplicate sRGB chunk
16781	003a3be8	007a3be8	Section(1)['.rdata']	17	A	Out of place sRGB chunk
16782	003a3c00	007a3c00	Section(1)['.rdata']	17	A	Invalid sRGB after IDAT
16783	003a3c18	007a3c18	Section(1)['.rdata']	18	A	Missing IHDR before sRGB
16784	003a3c34	007a3c34	Section(1)['.rdata']	2a	A	Profile size field missing from iCCP chunk
16785	003a3c60	007a3c60	Section(1)['.rdata']	20	A	Ignoring truncated iCCP profile.
16786	003a3c84	007a3c84	Section(1)['.rdata']	2f	A	Ignoring nonzero compression type in iCCP chunk
16787	003a3cb4	007a3cb4	Section(1)['.rdata']	14	A	Malformed iCCP chunk
16788	003a3ccc	007a3ccc	Section(1)['.rdata']	14	A	Duplicate iCCP chunk
16789	003a3ce4	007a3ce4	Section(1)['.rdata']	17	A	Out of place iCCP chunk
16790	003a3cfc	007a3cfc	Section(1)['.rdata']	17	A	Invalid iCCP after IDAT
16791	003a3d14	007a3d14	Section(1)['.rdata']	18	A	Missing IHDR before iCCP
16792	003a3d30	007a3d30	Section(1)['.rdata']	23	A	sPLT chunk requires too much memory
16793	003a3d54	007a3d54	Section(1)['.rdata']	13	A	sPLT chunk too long
16794	003a3d68	007a3d68	Section(1)['.rdata']	19	A	sPLT chunk has bad length
16795	003a3d84	007a3d84	Section(1)['.rdata']	14	A	malformed sPLT chunk
16796	003a3d9c	007a3d9c	Section(1)['.rdata']	17	A	Invalid sPLT after IDAT
16797	003a3db4	007a3db4	Section(1)['.rdata']	18	A	Missing IHDR before sPLT
16798	003a3dd0	007a3dd0	Section(1)['.rdata']	29	A	tRNS chunk not allowed with alpha channel
16799	003a3dfc	007a3dfc	Section(1)['.rdata']	16	A	Zero length tRNS chunk
16800	003a3e14	007a3e14	Section(1)['.rdata']	18	A	Missing PLTE before tRNS
16801	003a3e30	007a3e30	Section(1)['.rdata']	14	A	Duplicate tRNS chunk
16802	003a3e48	007a3e48	Section(1)['.rdata']	17	A	Invalid tRNS after IDAT
16803	003a3e60	007a3e60	Section(1)['.rdata']	1b	A	Incorrect tRNS chunk length
16804	003a3e7c	007a3e7c	Section(1)['.rdata']	18	A	Missing IHDR before tRNS
16805	003a3e98	007a3e98	Section(1)['.rdata']	20	A	Incorrect bKGD chunk index value
16806	003a3ebc	007a3ebc	Section(1)['.rdata']	1b	A	Incorrect bKGD chunk length
16807	003a3ed8	007a3ed8	Section(1)['.rdata']	14	A	Duplicate bKGD chunk
16808	003a3ef0	007a3ef0	Section(1)['.rdata']	18	A	Missing PLTE before bKGD
16809	003a3f0c	007a3f0c	Section(1)['.rdata']	17	A	Invalid bKGD after IDAT
16810	003a3f24	007a3f24	Section(1)['.rdata']	18	A	Missing IHDR before bKGD
16811	003a3f40	007a3f40	Section(1)['.rdata']	1b	A	Incorrect hIST chunk length
16812	003a3f5c	007a3f5c	Section(1)['.rdata']	14	A	Duplicate hIST chunk
16813	003a3f74	007a3f74	Section(1)['.rdata']	18	A	Missing PLTE before hIST
16814	003a3f90	007a3f90	Section(1)['.rdata']	17	A	Invalid hIST after IDAT
16815	003a3fa8	007a3fa8	Section(1)['.rdata']	18	A	Missing IHDR before hIST
16816	003a3fc4	007a3fc4	Section(1)['.rdata']	14	A	Duplicate pHYs chunk
16817	003a3fdc	007a3fdc	Section(1)['.rdata']	17	A	Invalid pHYs after IDAT
16818	003a3ff4	007a3ff4	Section(1)['.rdata']	1b	A	Incorrect pHYs chunk length
16819	003a4010	007a4010	Section(1)['.rdata']	18	A	Missing IHDR before pHYs
16820	003a402c	007a402c	Section(1)['.rdata']	14	A	Duplicate oFFs chunk
16821	003a4044	007a4044	Section(1)['.rdata']	17	A	Invalid oFFs after IDAT
16822	003a405c	007a405c	Section(1)['.rdata']	1b	A	Incorrect oFFs chunk length
16823	003a4078	007a4078	Section(1)['.rdata']	18	A	Missing IHDR before oFFs
16824	003a4094	007a4094	Section(1)['.rdata']	1a	A	No memory for pCAL params.
16825	003a40b0	007a40b0	Section(1)['.rdata']	29	A	Invalid pCAL parameters for equation type
16826	003a40dc	007a40dc	Section(1)['.rdata']	11	A	Invalid pCAL data
16827	003a40f0	007a40f0	Section(1)['.rdata']	14	A	Duplicate pCAL chunk
16828	003a4108	007a4108	Section(1)['.rdata']	17	A	Invalid pCAL after IDAT
16829	003a4120	007a4120	Section(1)['.rdata']	1b	A	No memory for pCAL purpose.
16830	003a413c	007a413c	Section(1)['.rdata']	18	A	Missing IHDR before pCAL
16831	003a4158	007a4158	Section(1)['.rdata']	11	A	Invalid sCAL data
16832	003a416c	007a416c	Section(1)['.rdata']	25	A	malformed height string in sCAL chunk
16833	003a4194	007a4194	Section(1)['.rdata']	24	A	malformed width string in sCAL chunk
16834	003a41bc	007a41bc	Section(1)['.rdata']	14	A	Duplicate sCAL chunk
16835	003a41d4	007a41d4	Section(1)['.rdata']	17	A	Invalid sCAL after IDAT
16836	003a41ec	007a41ec	Section(1)['.rdata']	29	A	Out of memory while processing sCAL chunk
16837	003a4218	007a4218	Section(1)['.rdata']	18	A	Missing IHDR before sCAL
16838	003a4234	007a4234	Section(1)['.rdata']	14	A	Duplicate tIME chunk
16839	003a424c	007a424c	Section(1)['.rdata']	1b	A	Incorrect tIME chunk length
16840	003a4268	007a4268	Section(1)['.rdata']	17	A	Out of place tIME chunk
16841	003a4280	007a4280	Section(1)['.rdata']	2a	A	Insufficient memory to process text chunk.
16842	003a42ac	007a42ac	Section(1)['.rdata']	28	A	Not enough memory to process text chunk.
16843	003a42d8	007a42d8	Section(1)['.rdata']	20	A	No memory to process text chunk.
16844	003a42fc	007a42fc	Section(1)['.rdata']	18	A	Missing IHDR before tEXt
16845	003a4318	007a4318	Section(1)['.rdata']	28	A	Insufficient memory to store zTXt chunk.
16846	003a4344	007a4344	Section(1)['.rdata']	28	A	Not enough memory to process zTXt chunk.
16847	003a4370	007a4370	Section(1)['.rdata']	26	A	Unknown compression type in zTXt chunk
16848	003a4398	007a4398	Section(1)['.rdata']	16	A	Zero length zTXt chunk
16849	003a43b0	007a43b0	Section(1)['.rdata']	24	A	Out of memory processing zTXt chunk.
16850	003a43d8	007a43d8	Section(1)['.rdata']	18	A	Missing IHDR before zTXt
16851	003a43f4	007a43f4	Section(1)['.rdata']	16	A	unknown critical chunk
16852	003a440c	007a440c	Section(1)['.rdata']	16	A	Extra compression data
16853	003a4424	007a4424	Section(1)['.rdata']	16	A	Extra compressed data.
16854	003a443c	007a443c	Section(1)['.rdata']	13	A	Decompression Error
16855	003a45bb	007a45bb	Section(1)['.rdata']	05	A	sAmTb
16856	003a45c7	007a45c7	Section(1)['.rdata']	0d	A	BKbhTb~XBK!;
16857	003a45ed	007a45ed	Section(1)['.rdata']	05	A	A!;I2
16858	003a478b	007a478b	Section(1)['.rdata']	05	A	sAmTb
16859	003a4797	007a4797	Section(1)['.rdata']	0d	A	BKbhTb~XBK!;
16860	003a47bd	007a47bd	Section(1)['.rdata']	05	A	A!;I2
16861	003a487f	007a487f	Section(1)['.rdata']	0a	A	>Selection
16862	003a4bcc	007a4bcc	Section(1)['.rdata']	09	A	Selection
16863	003a4be0	007a4be0	Section(1)['.rdata']	09	A	selection
16864	003a4bf7	007a4bf7	Section(1)['.rdata']	0b	A	>RunService
16865	003a4fe8	007a4fe8	Section(1)['.rdata']	0b	A	Run Service
16866	003a4ff7	007a4ff7	Section(1)['.rdata']	08	A	=Stepped
16867	003a5010	007a5010	Section(1)['.rdata']	09	A	Heartbeat
16868	003a501c	007a501c	Section(1)['.rdata']	08	A	interval
16869	003a502c	007a502c	Section(1)['.rdata']	05	A	pause
16870	003a5034	007a5034	Section(1)['.rdata']	05	A	reset
16871	003a5594	007a5594	Section(1)['.rdata']	11	A	PhysicalCharacter
16872	003a55a8	007a55a8	Section(1)['.rdata']	05	A	Model
16873	003a55dc	007a55dc	Section(1)['.rdata']	0e	A	ModelInPrimary
16874	003a55ec	007a55ec	Section(1)['.rdata']	0b	A	PrimaryPart
16875	003a55f8	007a55f8	Section(1)['.rdata']	0b	A	breakJoints
16876	003a5604	007a5604	Section(1)['.rdata']	0a	A	makeJoints
16877	003a5618	007a5618	Section(1)['.rdata']	08	A	location
16878	003a562f	007a562f	Section(1)['.rdata']	0a	A	>ThreadRef
16879	003a563c	007a563c	Section(1)['.rdata']	08	A	Instance
16880	003a5648	007a5648	Section(1)['.rdata']	29	A	Unprotected error in call to Lua API (%s)
16881	003a5674	007a5674	Section(1)['.rdata']	07	A	__index
16882	003a567c	007a567c	Section(1)['.rdata']	2a	A	'tostring' must return a string to 'print'
16883	003a56ac	007a56ac	Section(1)['.rdata']	08	A	tostring
16884	003a57d8	007a57d8	Section(1)['.rdata']	07	A	Signal 
16885	003a57e0	007a57e0	Section(1)['.rdata']	2d	A	loadfile must be called from a trusted thread
16886	003a5810	007a5810	Section(1)['.rdata']	2b	A	dofile must be called from a trusted thread
16887	003a584c	007a584c	Section(1)['.rdata']	05	A	__unm
16888	003a5854	007a5854	Section(1)['.rdata']	05	A	__div
16889	003a585c	007a585c	Section(1)['.rdata']	05	A	__mul
16890	003a5864	007a5864	Section(1)['.rdata']	05	A	__sub
16891	003a586c	007a586c	Section(1)['.rdata']	05	A	__add
16892	003a5874	007a5874	Section(1)['.rdata']	0a	A	__tostring
16893	003a5890	007a5890	Section(1)['.rdata']	0a	A	__newindex
16894	003a589c	007a589c	Section(1)['.rdata']	07	A	inverse
16895	003a58ac	007a58ac	Section(1)['.rdata']	3d	A	The settings function cannot be called by an untrusted caller
16896	003a58f0	007a58f0	Section(1)['.rdata']	08	A	settings
16897	003a5900	007a5900	Section(1)['.rdata']	0c	A	   stack end
16898	003a5910	007a5910	Section(1)['.rdata']	1b	A	   stack %s, line %d: %s %s
16899	003a5934	007a5934	Section(1)['.rdata']	1a	A	Cannot call a nil function
16900	003a5ba4	007a5ba4	Section(1)['.rdata']	28	A	Script memory leaks: %d bytes, %d blocks
16901	003a5bd0	007a5bd0	Section(1)['.rdata']	3d	A	Script Heap Stats: Max Size = %d bytes, Max Count = %d blocks
16902	003a5c10	007a5c10	Section(1)['.rdata']	2a	A	Exception thrown while cleaning up Lua: %s
16903	003a5c3c	007a5c3c	Section(1)['.rdata']	0e	A	Script Context
16904	003a5d24	007a5d24	Section(1)['.rdata']	2a	A	stats must be called from a trusted thread
16905	003a5d50	007a5d50	Section(1)['.rdata']	05	A	stats
16906	003a5d58	007a5d58	Section(1)['.rdata']	08	A	loadfile
16907	003a5d64	007a5d64	Section(1)['.rdata']	06	A	dofile
16908	003a5d6c	007a5d6c	Section(1)['.rdata']	0d	A	trustedThread
16909	003a5d8c	007a5d8c	Section(1)['.rdata']	05	A	print
16910	003a5d94	007a5d94	Section(1)['.rdata']	06	A	shared
16911	003a5d9c	007a5d9c	Section(1)['.rdata']	09	A	workspace
16912	003a5db0	007a5db0	Section(1)['.rdata']	05	A	table
16913	003a5dc0	007a5dc0	Section(1)['.rdata']	06	A	string
16914	003a5dc8	007a5dc8	Section(1)['.rdata']	1a	A	Failed to create Lua state
16915	003a5de4	007a5de4	Section(1)['.rdata']	07	A	=Script
16916	003a5dec	007a5dec	Section(1)['.rdata']	1d	A	Unable to create a new thread
16917	003a5e0c	007a5e0c	Section(1)['.rdata']	35	A	ScriptContext::execute: Unable to create a new thread
16918	003a5e44	007a5e44	Section(1)['.rdata']	27	A	ScriptContext::executeInNewThread %.64s
16919	003a5e6c	007a5e6c	Section(1)['.rdata']	07	A	threads
16920	003a5e74	007a5e74	Section(1)['.rdata']	08	A	disabled
16921	003a5e84	007a5e84	Section(1)['.rdata']	06	A	script
16922	003a5e8c	007a5e8c	Section(1)['.rdata']	38	A	Unable to create a new thread for %s. It did not execute
16923	003a5ec8	007a5ec8	Section(1)['.rdata']	0f	A	ScriptsDisabled
16924	003a5ed8	007a5ed8	Section(1)['.rdata']	05	A	State
16925	003a62ec	007a62ec	Section(1)['.rdata']	15	A	print("Hello world!")
16926	003a6544	007a6544	Section(1)['.rdata']	0b	A	LocalScript
16927	003a6550	007a6550	Section(1)['.rdata']	06	A	Source
16928	003a6558	007a6558	Section(1)['.rdata']	08	A	Disabled
16929	003a6564	007a6564	Section(1)['.rdata']	08	A	Behavior
16930	003a6577	007a6577	Section(1)['.rdata']	09	A	>Instance
16931	003a67ac	007a67ac	Section(1)['.rdata']	0a	A	archivable
16932	003a67b8	007a67b8	Section(1)['.rdata']	0e	A	findFirstChild
16933	003a67c8	007a67c8	Section(1)['.rdata']	09	A	recursive
16934	003a67d4	007a67d4	Section(1)['.rdata']	05	A	clone
16935	003a67dc	007a67dc	Section(1)['.rdata']	08	A	children
16936	003a67e8	007a67e8	Section(1)['.rdata']	09	A	className
16937	003a67f4	007a67f4	Section(1)['.rdata']	06	A	Parent
16938	003a67fc	007a67fc	Section(1)['.rdata']	06	A	remove
16939	003a6804	007a6804	Section(1)['.rdata']	0a	A	ChildAdded
16940	003a6810	007a6810	Section(1)['.rdata']	05	A	child
16941	003a6818	007a6818	Section(1)['.rdata']	0c	A	ChildRemoved
16942	003a6828	007a6828	Section(1)['.rdata']	12	A	DescendentRemoving
16943	003a683c	007a683c	Section(1)['.rdata']	0a	A	descendent
16944	003a6848	007a6848	Section(1)['.rdata']	07	A	Changed
16945	003a6857	007a6857	Section(1)['.rdata']	0e	A	>DebugSettings
16946	003a6a4c	007a6a4c	Section(1)['.rdata']	06	A	Report
16947	003a6a54	007a6a54	Section(1)['.rdata']	06	A	Prompt
16948	003a6a5c	007a6a5c	Section(1)['.rdata']	0a	A	DontReport
16949	003a6a68	007a6a68	Section(1)['.rdata']	0e	A	ErrorReporting
16950	003a6d94	007a6d94	Section(1)['.rdata']	0b	A	shaderModel
16951	003a6da0	007a6da0	Section(1)['.rdata']	07	A	Profile
16952	003a6da8	007a6da8	Section(1)['.rdata']	0b	A	videoMemory
16953	003a6db4	007a6db4	Section(1)['.rdata']	08	A	cpuSpeed
16954	003a6dc0	007a6dc0	Section(1)['.rdata']	08	A	glVendor
16955	003a6dcc	007a6dcc	Section(1)['.rdata']	07	A	gfxcard
16956	003a6ddc	007a6ddc	Section(1)['.rdata']	0a	A	resolution
16957	003a6de8	007a6de8	Section(1)['.rdata']	13	A	stackTracingEnabled
16958	003a6dfc	007a6dfc	Section(1)['.rdata']	07	A	Scripts
16959	003a6e04	007a6e04	Section(1)['.rdata']	09	A	ioEnabled
16960	003a6e10	007a6e10	Section(1)['.rdata']	0b	A	ShowAnchors
16961	003a6e1c	007a6e1c	Section(1)['.rdata']	07	A	Display
16962	003a6e24	007a6e24	Section(1)['.rdata']	13	A	HighlightSleepParts
16963	003a6e38	007a6e38	Section(1)['.rdata']	13	A	HighlightAwakeParts
16964	003a6e4c	007a6e4c	Section(1)['.rdata']	0e	A	ShowPartCoords
16965	003a6e5c	007a6e5c	Section(1)['.rdata']	12	A	ShowUnalignedParts
16966	003a6e70	007a6e70	Section(1)['.rdata']	0f	A	ShowAggregation
16967	003a6e80	007a6e80	Section(1)['.rdata']	0f	A	ShowModelCoords
16968	003a6e90	007a6e90	Section(1)['.rdata']	0f	A	ShowWorldCoords
16969	003a6ea0	007a6ea0	Section(1)['.rdata']	0f	A	ValidatingDebug
16970	003a6eb0	007a6eb0	Section(1)['.rdata']	06	A	Errors
16971	003a6eb8	007a6eb8	Section(1)['.rdata']	0e	A	errorReporting
16972	003a6efc	007a6efc	Section(1)['.rdata']	28	A	Day of month value is out of range 1..31
16973	003a6f34	007a6f34	Section(1)['.rdata']	27	A	Year is out of valid range: 1400..10000
16974	003a6f68	007a6f68	Section(1)['.rdata']	22	A	Month number is out of range 1..12
16975	003a6f8c	007a6f8c	Section(1)['.rdata']	0b	A	rbxasset://
16976	003a6f98	007a6f98	Section(1)['.rdata']	08	A	https://
16977	003a6fa4	007a6fa4	Section(1)['.rdata']	07	A	http://
16978	003a6fac	007a6fac	Section(1)['.rdata']	2f	A	Error during CryptCreateHash. GetLastError = %d
16979	003a6fdc	007a6fdc	Section(1)['.rdata']	33	A	Error during CryptAcquireContext. GetLastError = %d
16980	003a7010	007a7010	Section(1)['.rdata']	2d	A	Error during CryptHashData. GetLastError = %d
16981	003a7040	007a7040	Section(1)['.rdata']	22	A	Day of month is not valid for year
16982	003a7064	007a7064	Section(1)['.rdata']	31	A	Error during CryptGetHashParam. GetLastError = %d
16983	003a7098	007a7098	Section(1)['.rdata']	0c	A	Roblox\Cache
