Number	Offset	Address		Size	Type	String
23383	004ba204	008c7204	Section(3)['.rsrc']	14	U	ROWRIGHT_GREEN_32_H"
23384	004ba22e	008c722e	Section(3)['.rsrc']	3f	U	"COPY_CLIPBOARD_16""COPY_CLIPBOARD_16_D""COPY_CLIPBOARD_16_H"
23385	004ba2ae	008c72ae	Section(3)['.rsrc']	3f	U	"COPY_CLIPBOARD_32""COPY_CLIPBOARD_32_D""COPY_CLIPBOARD_32_H"
23386	004ba32e	008c732e	Section(3)['.rsrc']	3c	U	"CUT_CLIPBOARD_16""CUT_CLIPBOARD_16_D""CUT_CLIPBOARD_16_H"
23387	004ba3a8	008c73a8	Section(3)['.rsrc']	3c	U	"CUT_CLIPBOARD_32""CUT_CLIPBOARD_32_D""CUT_CLIPBOARD_32_H"
23388	004ba422	008c7422	Section(3)['.rsrc']	0d	U	"DELETE_X_16"
23389	004ba43e	008c743e	Section(3)['.rsrc']	0f	U	"DELETE_X_16_D"
23390	004ba45e	008c745e	Section(3)['.rsrc']	0f	U	"DELETE_X_16_H"
23391	004ba47e	008c747e	Section(3)['.rsrc']	0d	U	"DELETE_X_32"
23392	004ba49a	008c749a	Section(3)['.rsrc']	0f	U	"DELETE_X_32_D"
23393	004ba4ba	008c74ba	Section(3)['.rsrc']	0f	U	"DELETE_X_32_H"
23394	004ba4da	008c74da	Section(3)['.rsrc']	0a	U	"GROUP_16"
23395	004ba4f0	008c74f0	Section(3)['.rsrc']	0f	U	"HOME_BROWN_16"
23396	004ba510	008c7510	Section(3)['.rsrc']	11	U	"HOME_BROWN_16_D"
23397	004ba534	008c7534	Section(3)['.rsrc']	11	U	"HOME_BROWN_16_H"
23398	004ba558	008c7558	Section(3)['.rsrc']	0f	U	"HOME_BROWN_32"
23399	004ba578	008c7578	Section(3)['.rsrc']	11	U	"HOME_BROWN_32_D"
23400	004ba59c	008c759c	Section(3)['.rsrc']	11	U	"HOME_BROWN_32_H"
23401	004ba5c0	008c75c0	Section(3)['.rsrc']	09	U	"LOCK_16"
23402	004ba5d4	008c75d4	Section(3)['.rsrc']	0e	U	"LOCK_OPEN_16"
23403	004ba5f2	008c75f2	Section(3)['.rsrc']	11	U	"NEW_DOCUMENT_16"
23404	004ba616	008c7616	Section(3)['.rsrc']	13	U	"NEW_DOCUMENT_16_D"
23405	004ba63e	008c763e	Section(3)['.rsrc']	13	U	"NEW_DOCUMENT_16_H"
23406	004ba666	008c7666	Section(3)['.rsrc']	11	U	"NEW_DOCUMENT_32"
23407	004ba68a	008c768a	Section(3)['.rsrc']	13	U	"NEW_DOCUMENT_32_D"
23408	004ba6b2	008c76b2	Section(3)['.rsrc']	13	U	"NEW_DOCUMENT_32_H"
23409	004ba6da	008c76da	Section(3)['.rsrc']	3c	U	"OPEN_DOCUMENT_16""OPEN_DOCUMENT_16_D""OPEN_DOCUMENT_16_H"
23410	004ba754	008c7754	Section(3)['.rsrc']	3c	U	"OPEN_DOCUMENT_32""OPEN_DOCUMENT_32_D""OPEN_DOCUMENT_32_H"
23411	004ba7ce	008c77ce	Section(3)['.rsrc']	93	U	"PAINTCAN_16""PASTE_CLIPBOARD_16""PASTE_CLIPBOARD_16_D""PASTE_CLIPBOARD_16_H""PASTE_CLIPBOARD_32""PASTE_CLIPBOARD_32_D""PASTE_CLIPBOARD_32_H"
23412	004ba8f6	008c78f6	Section(3)['.rsrc']	0c	U	"RECYCLE_16"
23413	004ba910	008c7910	Section(3)['.rsrc']	09	U	"REDO_16"
23414	004ba924	008c7924	Section(3)['.rsrc']	0b	U	"REDO_16_D"
23415	004ba93c	008c793c	Section(3)['.rsrc']	0b	U	"REDO_16_H"
23416	004ba954	008c7954	Section(3)['.rsrc']	09	U	"REDO_32"
23417	004ba968	008c7968	Section(3)['.rsrc']	0b	U	"REDO_32_D"
23418	004ba980	008c7980	Section(3)['.rsrc']	0b	U	"REDO_32_H"
23419	004ba998	008c7998	Section(3)['.rsrc']	10	U	"REFRESH_DOC_16"
23420	004ba9ba	008c79ba	Section(3)['.rsrc']	12	U	"REFRESH_DOC_16_D"
23421	004ba9e0	008c79e0	Section(3)['.rsrc']	12	U	"REFRESH_DOC_16_H"
23422	004baa06	008c7a06	Section(3)['.rsrc']	10	U	"REFRESH_DOC_32"
23423	004baa28	008c7a28	Section(3)['.rsrc']	12	U	"REFRESH_DOC_32_D"
23424	004baa4e	008c7a4e	Section(3)['.rsrc']	12	U	"REFRESH_DOC_32_H"
23425	004baa74	008c7a74	Section(3)['.rsrc']	09	U	"SAVE_16"
23426	004baa88	008c7a88	Section(3)['.rsrc']	0b	U	"SAVE_16_D"
23427	004baaa0	008c7aa0	Section(3)['.rsrc']	0b	U	"SAVE_16_H"
23428	004baab8	008c7ab8	Section(3)['.rsrc']	09	U	"SAVE_32"
23429	004baacc	008c7acc	Section(3)['.rsrc']	0b	U	"SAVE_32_D"
23430	004baae4	008c7ae4	Section(3)['.rsrc']	0b	U	"SAVE_32_H"
23431	004baafc	008c7afc	Section(3)['.rsrc']	09	U	"STOP_16"
23432	004bab10	008c7b10	Section(3)['.rsrc']	0b	U	"STOP_16_D"
23433	004bab28	008c7b28	Section(3)['.rsrc']	0b	U	"STOP_16_H"
23434	004bab40	008c7b40	Section(3)['.rsrc']	09	U	"STOP_32"
23435	004bab54	008c7b54	Section(3)['.rsrc']	0b	U	"STOP_32_D"
23436	004bab6c	008c7b6c	Section(3)['.rsrc']	0b	U	"STOP_32_H"
23437	004bab84	008c7b84	Section(3)['.rsrc']	09	U	"UNDO_16"
23438	004bab98	008c7b98	Section(3)['.rsrc']	0b	U	"UNDO_16_D"
23439	004babb0	008c7bb0	Section(3)['.rsrc']	0b	U	"UNDO_16_H"
23440	004babc8	008c7bc8	Section(3)['.rsrc']	09	U	"UNDO_32"
23441	004babdc	008c7bdc	Section(3)['.rsrc']	0b	U	"UNDO_32_D"
23442	004babf4	008c7bf4	Section(3)['.rsrc']	0b	U	"UNDO_32_H"
23443	004bac0c	008c7c0c	Section(3)['.rsrc']	0c	U	"UNGROUP_16"
23444	004bac26	008c7c26	Section(3)['.rsrc']	08	U	REGISTRY
23445	004bac38	008c7c38	Section(3)['.rsrc']	7b	U	TYPELIB+OFFICE2007_CALENDAR_ALLDAYEVENTARROWSLR_BMP#OFFICE2007_CALENDAR_EVENTGLYPHS_BMP#OFFICE2007_CALENDAR_TODAYHEADER_BMP
23446	004bad79	008c7d79	Section(3)['.rsrc']	05	A	 cHRM
23447	004bada5	008c7da5	Section(3)['.rsrc']	06	A	uIDATx
23448	004baf3c	008c7f3c	Section(3)['.rsrc']	08	A	NB]eY^d+
23449	004baf6f	008c7f6f	Section(3)['.rsrc']	05	A	ZpQ_T
23450	004baf97	008c7f97	Section(3)['.rsrc']	06	A	f``z6
23451	004bb079	008c8079	Section(3)['.rsrc']	05	A	 cHRM
23452	004bb0a5	008c80a5	Section(3)['.rsrc']	06	A	NIDATx
23453	004bb0ae	008c80ae	Section(3)['.rsrc']	05	A	?K#Q
23454	004bb122	008c8122	Section(3)['.rsrc']	07	A	m{{ii)n
23455	004bb199	008c8199	Section(3)['.rsrc']	05	A	Rggg
23456	004bb1dc	008c81dc	Section(3)['.rsrc']	06	A	.//QJ!
23457	004bb246	008c8246	Section(3)['.rsrc']	07	A	l69<<D)
23458	004bb2ad	008c82ad	Section(3)['.rsrc']	05	A	3xzzB
23459	004bb2c1	008c82c1	Section(3)['.rsrc']	05	A	4===Z
23460	004bb2d5	008c82d5	Section(3)['.rsrc']	08	A	a2Ms{rr2
23461	004bb351	008c8351	Section(3)['.rsrc']	05	A	 cHRM
23462	004bb37d	008c837d	Section(3)['.rsrc']	06	A	rIDATx
23463	004bb386	008c8386	Section(3)['.rsrc']	05	A	MHTa
23464	004bb3a6	008c83a6	Section(3)['.rsrc']	0a	A	hi.[%A
23465	004bb3d3	008c83d3	Section(3)['.rsrc']	05	A	NC6-
23466	004bb409	008c8409	Section(3)['.rsrc']	06	A	^m)/>L
23467	004bb45f	008c845f	Section(3)['.rsrc']	07	A	M5/=_
23468	004bb573	008c8573	Section(3)['.rsrc']	05	A	.LGDH
23469	004bb64d	008c864d	Section(3)['.rsrc']	05	A	 cHRM
23470	004bb67a	008c867a	Section(3)['.rsrc']	05	A	IDATx
23471	004bb701	008c8701	Section(3)['.rsrc']	05	A	#b$-
23472	004bb70c	008c870c	Section(3)['.rsrc']	07	A	qmU&MI^
23473	004bb7ea	008c87ea	Section(3)['.rsrc']	06	A	8PYOBm
23474	004bb864	008c8864	Section(3)['.rsrc']	05	A	#CEW
23475	004bba47	008c8a47	Section(3)['.rsrc']	05	A	Y.U/q
23476	004bba55	008c8a55	Section(3)['.rsrc']	05	A	MuGH
23477	004bbb3d	008c8b3d	Section(3)['.rsrc']	05	A	@[e2
23478	004bbbb1	008c8bb1	Section(3)['.rsrc']	05	A	Na
23479	004bbbf6	008c8bf6	Section(3)['.rsrc']	06	A	vu^7+i
23480	004bbc62	008c8c62	Section(3)['.rsrc']	05	A	vu\XN
23481	004bbdcc	008c8dcc	Section(3)['.rsrc']	08	A	TmYr6'SR
23482	004bbe79	008c8e79	Section(3)['.rsrc']	05	A	 cHRM
23483	004bbea6	008c8ea6	Section(3)['.rsrc']	05	A	IDATx
23484	004bbeae	008c8eae	Section(3)['.rsrc']	05	A	KoW
23485	004bbec6	008c8ec6	Section(3)['.rsrc']	05	A	#H <|
23486	004bbed0	008c8ed0	Section(3)['.rsrc']	05	A	"Q>
23487	004bbf32	008c8f32	Section(3)['.rsrc']	05	A	ax{uu
23488	004bbf5d	008c8f5d	Section(3)['.rsrc']	05	A	QB|
23489	004bbfac	008c8fac	Section(3)['.rsrc']	05	A	T,o{
23490	004bc019	008c9019	Section(3)['.rsrc']	08	A	OEH)QJ1
23491	004bc024	008c9024	Section(3)['.rsrc']	07	A	mS,QJa
23492	004bc092	008c9092	Section(3)['.rsrc']	06	A	t:666
23493	004bc115	008c9115	Section(3)['.rsrc']	05	A	eYlll
23494	004bc21f	008c921f	Section(3)['.rsrc']	05	A	3gxWI
23495	004bc239	008c9239	Section(3)['.rsrc']	06	A	A)EE(
23496	004bc2ab	008c92ab	Section(3)['.rsrc']	05	A	37772
23497	004bc2ee	008c92ee	Section(3)['.rsrc']	05	A	-?~<
23498	004bc321	008c9321	Section(3)['.rsrc']	05	A	/_~'p
23499	004bc334	008c9334	Section(3)['.rsrc']	0a	A	777B,lnn
23500	004bc3ad	008c93ad	Section(3)['.rsrc']	09	A	YXX^9x
23501	004bc3fc	008c93fc	Section(3)['.rsrc']	06	A	diEKi
23502	004bc412	008c9412	Section(3)['.rsrc']	05	A	ov)%A
23503	004bc470	008c9470	Section(3)['.rsrc']	06	A	D2Hd`4
23504	004bc526	008c9526	Section(3)['.rsrc']	05	A	M(g{
23505	004bc599	008c9599	Section(3)['.rsrc']	05	A	 cHRM
23506	004bc5c6	008c95c6	Section(3)['.rsrc']	05	A	IDATx
23507	004bc5e9	008c95e9	Section(3)['.rsrc']	08	A	)i@]TTT
23508	004bc675	008c9675	Section(3)['.rsrc']	09	A	Te]<FCt5
23509	004bc68c	008c968c	Section(3)['.rsrc']	07	A	-3=Q$5a
23510	004bc6a9	008c96a9	Section(3)['.rsrc']	05	A	y-5_
23511	004bc712	008c9712	Section(3)['.rsrc']	07	A	/M1]#Y
23512	004bc758	008c9758	Section(3)['.rsrc']	05	A	S h4
23513	004bc772	008c9772	Section(3)['.rsrc']	07	A	+rLr\\J
23514	004bc782	008c9782	Section(3)['.rsrc']	05	A	uO4
23515	004bc7aa	008c97aa	Section(3)['.rsrc']	05	A	-RTel
23516	004bc8a1	008c98a1	Section(3)['.rsrc']	05	A	UW+
23517	004bc8c3	008c98c3	Section(3)['.rsrc']	06	A	mfMu+#
23518	004bc902	008c9902	Section(3)['.rsrc']	06	A	@sM;Yg
23519	004bc9f3	008c99f3	Section(3)['.rsrc']	05	A	v5T7
23520	004bca01	008c9a01	Section(3)['.rsrc']	05	A	Q 
23521	004bcaca	008c9aca	Section(3)['.rsrc']	08	A	SGd_SWN
23522	004bcb5c	008c9b5c	Section(3)['.rsrc']	05	A	oWT^\
23523	004bcb8d	008c9b8d	Section(3)['.rsrc']	06	A	[7~ot
23524	004bcb9a	008c9b9a	Section(3)['.rsrc']	05	A	zdJ.
23525	004bcc4e	008c9c4e	Section(3)['.rsrc']	05	A	y)pI+
23526	004bcc92	008c9c92	Section(3)['.rsrc']	05	A	>H.x
23527	004bcd55	008c9d55	Section(3)['.rsrc']	05	A	tf.]
23528	004bcdb5	008c9db5	Section(3)['.rsrc']	05	A	 cHRM
23529	004bcde2	008c9de2	Section(3)['.rsrc']	05	A	IDATx
23530	004bcdea	008c9dea	Section(3)['.rsrc']	05	A	KHTQ
23531	004bce18	008c9e18	Section(3)['.rsrc']	05	A	rcATH
23532	004bce6a	008c9e6a	Section(3)['.rsrc']	06	A	i>SPf9
23533	004bceaf	008c9eaf	Section(3)['.rsrc']	05	A	$_>-t
23534	004bcedb	008c9edb	Section(3)['.rsrc']	05	A	B552s
23535	004bcf20	008c9f20	Section(3)['.rsrc']	05	A	U'KJt
23536	004bcf67	008c9f67	Section(3)['.rsrc']	06	A	NaZ);m
23537	004bd0cd	008ca0cd	Section(3)['.rsrc']	05	A	 cHRM
23538	004bd0f9	008ca0f9	Section(3)['.rsrc']	06	A	]IDATx
23539	004bd199	008ca199	Section(3)['.rsrc']	09	A	:x&^YY)
23540	004bd1a6	008ca1a6	Section(3)['.rsrc']	05	A	L&y||
23541	004bd1b5	008ca1b5	Section(3)['.rsrc']	07	A	<<<pwwG
23542	004bd1d8	008ca1d8	Section(3)['.rsrc']	06	A	a,--Q
23543	004bd2ed	008ca2ed	Section(3)['.rsrc']	05	A	P8::
23544	004bd2f7	008ca2f7	Section(3)['.rsrc']	06	A	@ahh(
23545	004bd343	008ca343	Section(3)['.rsrc']	05	A	o})%B
23546	004bd3b5	008ca3b5	Section(3)['.rsrc']	05	A	 cHRM
23547	004bd3e2	008ca3e2	Section(3)['.rsrc']	05	A	IDATx
23548	004bd3fb	008ca3fb	Section(3)['.rsrc']	05	A	5%*HI
23549	004bd468	008ca468	Section(3)['.rsrc']	0a	A	X]k>WtGz
23550	004bd501	008ca501	Section(3)['.rsrc']	05	A	Jm~+A
23551	004bd509	008ca509	Section(3)['.rsrc']	07	A	7J\J2NZ
23552	004bd516	008ca516	Section(3)['.rsrc']	06	A	&L@Cc}
23553	004bd557	008ca557	Section(3)['.rsrc']	06	A	`&0EAF
23554	004bd5cd	008ca5cd	Section(3)['.rsrc']	05	A	{m5FX
23555	004bd6cd	008ca6cd	Section(3)['.rsrc']	05	A	 cHRM
23556	004bd6fa	008ca6fa	Section(3)['.rsrc']	05	A	IDATx
23557	004bd702	008ca702	Section(3)['.rsrc']	05	A	Yl\W
23558	004bd72b	008ca72b	Section(3)['.rsrc']	0a	A	Q!$xB" ^
23559	004bd76f	008ca76f	Section(3)['.rsrc']	05	A	}bt
23560	004bd7a2	008ca7a2	Section(3)['.rsrc']	05	A	^+b=
23561	004bd825	008ca825	Section(3)['.rsrc']	05	A	ubcSr
23562	004bd82d	008ca82d	Section(3)['.rsrc']	0a	A	>67ogKs?
23563	004bd8e4	008ca8e4	Section(3)['.rsrc']	06	A	DSTE\]
23564	004bd93a	008ca93a	Section(3)['.rsrc']	05	A	&0O4
23565	004bd9d7	008ca9d7	Section(3)['.rsrc']	05	A	Q1Crw
23566	004bd9f0	008ca9f0	Section(3)['.rsrc']	05	A	.65n#
23567	004bd9f9	008ca9f9	Section(3)['.rsrc']	05	A	e(;H
23568	004bda1f	008caa1f	Section(3)['.rsrc']	06	A	ecwX]v
23569	004bdb79	008cab79	Section(3)['.rsrc']	05	A	PhAD0
23570	004bdb96	008cab96	Section(3)['.rsrc']	07	A	A<Y*@5&
23571	004bdc9a	008cac9a	Section(3)['.rsrc']	05	A	Dx:6
23572	004bdcb3	008cacb3	Section(3)['.rsrc']	05	A	N}(p4
23573	004bdcd3	008cacd3	Section(3)['.rsrc']	05	A	wg[_]
23574	004bdd42	008cad42	Section(3)['.rsrc']	05	A	$/g<
23575	004bdda0	008cada0	Section(3)['.rsrc']	05	A	?fPyJ
23576	004bdef1	008caef1	Section(3)['.rsrc']	05	A	 cHRM
23577	004bdf1e	008caf1e	Section(3)['.rsrc']	05	A	IDATx
23578	004bdf43	008caf43	Section(3)['.rsrc']	05	A	=2|t
23579	004bdf68	008caf68	Section(3)['.rsrc']	05	A	#@]W
23580	004bdf74	008caf74	Section(3)['.rsrc']	06	A	;3;;9d
23581	004bdfad	008cafad	Section(3)['.rsrc']	05	A	pxss
23582	004be0bf	008cb0bf	Section(3)['.rsrc']	06	A	mq]
23583	004be12f	008cb12f	Section(3)['.rsrc']	06	A	PJ-%Ir
23584	004be275	008cb275	Section(3)['.rsrc']	06	A	,//
23585	004be295	008cb295	Section(3)['.rsrc']	05	A	@=g;
23586	004be2d1	008cb2d1	Section(3)['.rsrc']	08	A	(suJ)G_
23587	004be319	008cb319	Section(3)['.rsrc']	05	A	]vvv&
23588	004be34b	008cb34b	Section(3)['.rsrc']	05	A	>N@JI
23589	004be375	008cb375	Section(3)['.rsrc']	06	A	HDQt?O
23590	004be391	008cb391	Section(3)['.rsrc']	05	A	qLE?
23591	004be44e	008cb44e	Section(3)['.rsrc']	05	A	0Dk=
23592	004be46c	008cb46c	Section(3)['.rsrc']	05	A	g'
23593	004be502	008cb502	Section(3)['.rsrc']	05	A	?;33C
23594	004be58b	008cb58b	Section(3)['.rsrc']	05	A	C63ij
23595	004be601	008cb601	Section(3)['.rsrc']	05	A	 cHRM
23596	004be62e	008cb62e	Section(3)['.rsrc']	05	A	IDATx
23597	004be636	008cb636	Section(3)['.rsrc']	05	A	[l\W
23598	004be6d0	008cb6d0	Section(3)['.rsrc']	08	A	^kw{}%
23599	004be806	008cb806	Section(3)['.rsrc']	06	A	p\W\o
23600	004be812	008cb812	Section(3)['.rsrc']	06	A	1qDSpJ
23601	004beb5c	008cbb5c	Section(3)['.rsrc']	05	A	D1QsB
23602	004beb9c	008cbb9c	Section(3)['.rsrc']	05	A	(Mbi
23603	004bec83	008cbc83	Section(3)['.rsrc']	05	A	 9Jz@
23604	004becc1	008cbcc1	Section(3)['.rsrc']	0b	A	jJV=,i)rN+
23605	004becfd	008cbcfd	Section(3)['.rsrc']	06	A	6I)rN
23606	004bed23	008cbd23	Section(3)['.rsrc']	06	A	 %FeTN
23607	004bed55	008cbd55	Section(3)['.rsrc']	05	A	"GJ.J
23608	004bed63	008cbd63	Section(3)['.rsrc']	05	A	,Ln{
23609	004bee2d	008cbe2d	Section(3)['.rsrc']	05	A	 cHRM
23610	004bee59	008cbe59	Section(3)['.rsrc']	06	A	TIDATx
23611	004bee6a	008cbe6a	Section(3)['.rsrc']	05	A	bT\B!
23612	004beea1	008cbea1	Section(3)['.rsrc']	06	A	.98B
23613	004bef09	008cbf09	Section(3)['.rsrc']	05	A	n49;c
23614	004bef7a	008cbf7a	Section(3)['.rsrc']	05	A	%i/2{
23615	004bf00d	008cc00d	Section(3)['.rsrc']	05	A	 cHRM
23616	004bf039	008cc039	Section(3)['.rsrc']	06	A	&IDATx
23617	004bf1bd	008cc1bd	Section(3)['.rsrc']	05	A	 cHRM
23618	004bf1e9	008cc1e9	Section(3)['.rsrc']	06	A	JIDATx
23619	004bf1f2	008cc1f2	Section(3)['.rsrc']	05	A	1KBQ
23620	004bf21a	008cc21a	Section(3)['.rsrc']	05	A	!hrl
23621	004bf22f	008cc22f	Section(3)['.rsrc']	05	A	.Z?8\
23622	004bf270	008cc270	Section(3)['.rsrc']	05	A	O[Avm
23623	004bf318	008cc318	Section(3)['.rsrc']	07	A	nKD$L`b
23624	004bf391	008cc391	Section(3)['.rsrc']	05	A	 cHRM
23625	004bf3bd	008cc3bd	Section(3)['.rsrc']	06	A	bIDATx
23626	004bf3fc	008cc3fc	Section(3)['.rsrc']	05	A	vJB
23627	004bf449	008cc449	Section(3)['.rsrc']	05	A	?~to6
23628	004bf45b	008cc45b	Section(3)['.rsrc']	05	A	S,s1q
23629	004bf47b	008cc47b	Section(3)['.rsrc']	06	A	h3`hj3
23630	004bf510	008cc510	Section(3)['.rsrc']	05	A	UO4{
23631	004bf558	008cc558	Section(3)['.rsrc']	05	A	*u@
23632	004bf579	008cc579	Section(3)['.rsrc']	05	A	@#21
23633	004bf5bf	008cc5bf	Section(3)['.rsrc']	05	A	~S7T{
23634	004bf67d	008cc67d	Section(3)['.rsrc']	05	A	 cHRM
23635	004bf6aa	008cc6aa	Section(3)['.rsrc']	05	A	IDATx
23636	004bf905	008cc905	Section(3)['.rsrc']	05	A	 cHRM
23637	004bf931	008cc931	Section(3)['.rsrc']	06	A	jIDATx
23638	004bf97e	008cc97e	Section(3)['.rsrc']	09	A	5.l'9.LJ'
23639	004bf9b6	008cc9b6	Section(3)['.rsrc']	05	A	h.'5q
23640	004bfb3c	008ccb3c	Section(3)['.rsrc']	05	A	]g oM
23641	004bfbf9	008ccbf9	Section(3)['.rsrc']	05	A	 cHRM
23642	004bfc25	008ccc25	Section(3)['.rsrc']	06	A	"IDATx
23643	004bfcea	008cccea	Section(3)['.rsrc']	05	A	<*)F
23644	004bfd37	008ccd37	Section(3)['.rsrc']	05	A	w;/^
23645	004bfea5	008ccea5	Section(3)['.rsrc']	05	A	 cHRM
23646	004bfed2	008cced2	Section(3)['.rsrc']	05	A	IDATx
23647	004c0026	008cd026	Section(3)['.rsrc']	05	A	lc~8
23648	004c0035	008cd035	Section(3)['.rsrc']	06	A	#pSD^
23649	004c00f5	008cd0f5	Section(3)['.rsrc']	05	A	 cHRM
23650	004c0121	008cd121	Section(3)['.rsrc']	06	A	%IDATx
23651	004c012a	008cd12a	Section(3)['.rsrc']	05	A	OHTQ
23652	004c015c	008cd15c	Section(3)['.rsrc']	06	A	A m"h
23653	004c016a	008cd16a	Section(3)['.rsrc']	05	A	s&!+-
23654	004c01b7	008cd1b7	Section(3)['.rsrc']	05	A	tCCRg
23655	004c01fc	008cd1fc	Section(3)['.rsrc']	06	A	@.7YP
23656	004c02ab	008cd2ab	Section(3)['.rsrc']	05	A	U*"$
23657	004c03a5	008cd3a5	Section(3)['.rsrc']	05	A	 cHRM
23658	004c03d2	008cd3d2	Section(3)['.rsrc']	05	A	IDATx
23659	004c0400	008cd400	Section(3)['.rsrc']	06	A	$30b;
23660	004c045c	008cd45c	Section(3)['.rsrc']	08	A	|Lce})Ls
23661	004c04a8	008cd4a8	Section(3)['.rsrc']	09	A	F6oh$z{S+
23662	004c0546	008cd546	Section(3)['.rsrc']	05	A	8$A
23663	004c056e	008cd56e	Section(3)['.rsrc']	07	A	2,_\M:m
23664	004c0592	008cd592	Section(3)['.rsrc']	05	A	]K:m
23665	004c05f7	008cd5f7	Section(3)['.rsrc']	05	A	+<=
23666	004c0681	008cd681	Section(3)['.rsrc']	05	A	/&sj{
23667	004c0731	008cd731	Section(3)['.rsrc']	06	A	B7FX
23668	004c0756	008cd756	Section(3)['.rsrc']	07	A	oqPUDh
23669	004c07af	008cd7af	Section(3)['.rsrc']	06	A	(2q&n~
23670	004c082e	008cd82e	Section(3)['.rsrc']	06	A	@rmf,
23671	004c083e	008cd83e	Section(3)['.rsrc']	06	A	_K3vF
23672	004c08db	008cd8db	Section(3)['.rsrc']	05	A	NL ~
23673	004c093c	008cd93c	Section(3)['.rsrc']	05	A	0.|9M
23674	004c09f1	008cd9f1	Section(3)['.rsrc']	05	A	 cHRM
23675	004c0a1e	008cda1e	Section(3)['.rsrc']	05	A	IDATx
23676	004c0a9b	008cda9b	Section(3)['.rsrc']	05	A	7x^X
23677	004c0af7	008cdaf7	Section(3)['.rsrc']	07	A	rLLLLK)
23678	004c0bba	008cdbba	Section(3)['.rsrc']	06	A	RR,_Z
23679	004c0be5	008cdbe5	Section(3)['.rsrc']	07	A	nB,,,P*
23680	004c0c05	008cdc05	Section(3)['.rsrc']	05	A	JtwwS
23681	004c0c44	008cdc44	Section(3)['.rsrc']	07	A	DX__g``
23682	004c0cb5	008cdcb5	Section(3)['.rsrc']	05	A	41Ms?
23683	004c0cf8	008cdcf8	Section(3)['.rsrc']	05	A	fvL
23684	004c0d7b	008cdd7b	Section(3)['.rsrc']	05	A	^{{;A
23685	004c0d8b	008cdd8b	Section(3)['.rsrc']	06	A	J):::z
23686	004c0d96	008cdd96	Section(3)['.rsrc']	06	A	T]kM4
23687	004c0e05	008cde05	Section(3)['.rsrc']	06	A	t:}fii
23688	004c0e7d	008cde7d	Section(3)['.rsrc']	06	A	KKK?r
23689	004c0ed4	008cded4	Section(3)['.rsrc']	05	A	www
23690	004c0fa1	008cdfa1	Section(3)['.rsrc']	05	A	 RY
23691	004c0ffd	008cdffd	Section(3)['.rsrc']	05	A	 cHRM
23692	004c102a	008ce02a	Section(3)['.rsrc']	05	A	IDATx
23693	004c1081	008ce081	Section(3)['.rsrc']	05	A	r1N;
23694	004c1121	008ce121	Section(3)['.rsrc']	06	A	wYaj0
23695	004c11a6	008ce1a6	Section(3)['.rsrc']	05	A	aYY~q
23696	004c12e1	008ce2e1	Section(3)['.rsrc']	05	A	~4efO
23697	004c130b	008ce30b	Section(3)['.rsrc']	05	A	m4unJ
23698	004c1329	008ce329	Section(3)['.rsrc']	07	A	G$OeP:
23699	004c146d	008ce46d	Section(3)['.rsrc']	07	A	P%( *u(
23700	004c147c	008ce47c	Section(3)['.rsrc']	06	A	>F,9}
23701	004c14b2	008ce4b2	Section(3)['.rsrc']	06	A	B8f~I.
23702	004c1593	008ce593	Section(3)['.rsrc']	05	A	;Oe=5
23703	004c15c1	008ce5c1	Section(3)['.rsrc']	05	A	A?qP
23704	004c1635	008ce635	Section(3)['.rsrc']	05	A	 cHRM
23705	004c1661	008ce661	Section(3)['.rsrc']	06	A	dIDATx
23706	004c169f	008ce69f	Section(3)['.rsrc']	05	A	HDP
23707	004c175f	008ce75f	Section(3)['.rsrc']	06	A	(k^z
23708	004c1771	008ce771	Section(3)['.rsrc']	05	A	-KHv
23709	004c1825	008ce825	Section(3)['.rsrc']	05	A	 cHRM
23710	004c1851	008ce851	Section(3)['.rsrc']	06	A	YIDATx
23711	004c1a09	008cea09	Section(3)['.rsrc']	05	A	 cHRM
23712	004c1a35	008cea35	Section(3)['.rsrc']	06	A	]IDATx
23713	004c1a6c	008cea6c	Section(3)['.rsrc']	06	A	eTbAA(
23714	004c1ac0	008ceac0	Section(3)['.rsrc']	05	A	"({
23715	004c1bf1	008cebf1	Section(3)['.rsrc']	05	A	 cHRM
23716	004c1c1e	008cec1e	Section(3)['.rsrc']	05	A	IDATx
23717	004c1c26	008cec26	Section(3)['.rsrc']	05	A	]lSe
23718	004c1cd3	008cecd3	Section(3)['.rsrc']	05	A	+<Ru
23719	004c1d0d	008ced0d	Section(3)['.rsrc']	05	A	ekgmT
23720	004c1de9	008cede9	Section(3)['.rsrc']	05	A	_:$nT
23721	004c1e50	008cee50	Section(3)['.rsrc']	05	A	.yCJ
23722	004c1f10	008cef10	Section(3)['.rsrc']	05	A	B'|G8
23723	004c1f3d	008cef3d	Section(3)['.rsrc']	05	A	p|[K
23724	004c1f5d	008cef5d	Section(3)['.rsrc']	06	A	'l0@xX
23725	004c1f87	008cef87	Section(3)['.rsrc']	05	A	ToVzF
23726	004c201f	008cf01f	Section(3)['.rsrc']	07	A	JBKBe&<
23727	004c2155	008cf155	Section(3)['.rsrc']	05	A	 cHRM
23728	004c2182	008cf182	Section(3)['.rsrc']	05	A	IDATx
23729	004c21d1	008cf1d1	Section(3)['.rsrc']	06	A	BM"0Kd
23730	004c2252	008cf252	Section(3)['.rsrc']	05	A	W[[[o
